image_name,date,street,block,parcel,text_en,text_es,ad_product,ad_company,business_name,establishment_kind,open_space_kind,street_art,notes,notes2
street_views_000446,2019-04-01,"W Slauson Ave, North",800,9463,"st johns, community health center, well child and family center, walk ins welcome, for appointment","para citas, bienvenido sin cita",,,,,,,,
street_views_000447,2019-04-01,"W Slauson Ave, North",700,9448,forgiveness,,,,,,,mural,RR,
street_views_000448,2019-04-01,"W Slauson Ave, South",700,15796,"hercules market, western union, meat market, rubys flowers, flower arrangements for all occasions, funerals, anniversaries, weddings, graduation, and much more, we deliver, ","arregios florales para toda ocacion, funerales, bodas, graduaciones, y mucho mas, se hacen delivery, ",,,"rubys flowers, herecules meat market","florist, meat market",,mural,,
street_views_000449,2019-04-01,"W Slauson Ave, South",700,15796,,,,,,residential,,,,
street_views_000450,2019-04-01,"W Slauson Ave, North",700,9448,"south central dreams, mayor",,,,,,,mural,RR,
street_views_000451,2019-04-01,"W Slauson Ave, South",600,15793,"open 7 days, special, prefab countertops, tattoos, beauty salon, mini market, smoke, barber, ",,,,"mini market, barber shop, tattoos, prefab countertops, ","mini market, barber shop, beauty salon, tattoo shop, furniture store",,handpainted signs,,
street_views_000452,2019-04-01,"W Slauson Ave, North",600,9448,western linen supply co,,,,,,,,RR,
street_views_000453,2019-04-01,"W Slauson Ave, South",600,15793,"slauson ceramic and tile, granite, stone tools",,,,slauson ceramic and tile,home improvement,,handpainted signs,,
street_views_000454,2019-04-01,"W Slauson Ave, South",600,15793,ceramic and tile,entrada,,,slauson ceramic and tile,home improvement,,,,
street_views_000455,2019-04-01,"W Slauson Ave, North",600,9448,get paid to test marijuana,,high jobs,,,,,,RR,
street_views_000456,2019-04-01,"W Slauson Ave, South",500,15797,"fairmount tire and rubber, buy direct, good year, vredestein, toyo tires, warehouse",,,,fairmount tire and rubber,automotive services,parking lot,handpainted signs,,
street_views_000457,2019-04-01,"W Slauson Ave, North",500,9448,"hanna, prime video",,movie,hanna,,,,,RR,
street_views_000458,2019-04-01,"W Slauson Ave, South",500,15798,,,,,,,,"mural, grafitti",,
street_views_000459,2019-04-01,"W Slauson Ave, South",500,15798,"tams burgers, coin laundry, ezz dollar, beauty salon, top, stars nails, donuts chinese food, metro pcs, raad mart, water, ","tono rosario, vie 5 abril",,,"tams burgers, coin laundry, ezzz dollar, beauty salon, stars nails, donuts chinese food, metro pcs raad mart","mini mart, laundromat, fast food, beauty salon, nail salon, fast food, cellular service",parking lot,,,
street_views_000460,2019-04-01,"W Slauson Ave, North",400,924,,,,,,,,,RR,
street_views_000461,2019-04-01,"W Slauson Ave, South",400,15793,"snack shop, fig fuel, ",,,,fig fuel,gas station,parking lot,,,
street_views_000462,2019-04-01,"W Slauson Ave, South",400,40492,"park and ride, info, this space provided courtest of caltrans, transit patrons only",,,,,,parking lot,,,
street_views_000463,2019-04-01,"W Slauson Ave, North",400,924,,,,,,,,,RR,
street_views_000464,2019-04-01,"W Slauson Ave, North",400,924,,,,,,,,,RR,
street_views_000465,2019-04-01,"W Slauson Ave, South",300,3483,,,,,,,,,metro stop,
street_views_000466,2019-04-01,"W Slauson Ave, South",300,924,,,,,,,,,RR,
street_views_000467,2019-04-01,"W Slauson Ave, South",300,924,"kitchen cabinets, oak cabinet with granite countertop, tax, parking in rear, ",,,,kitchen cabinets,cabinet store,,,RR,
street_views_000468,2019-04-01,"W Slauson Ave, South",300,40493,,,,,,,parking lot,,,
street_views_000469,2019-04-01,"W Slauson Ave, North",300,924,"central avenue historic corridor, diabetic test strips",,,,,,,mural,RR,
street_views_000470,2019-04-01,"W Slauson Ave, South",300,15795,"open 7 days, propane, got, delivery available, sold here, so cal tires and wheels, alignment, tune up",,,,"got propane, so cal tires and wheels",automotive services,parking lot,handpainted sign,,
street_views_000471,2019-04-01,"W Slauson Ave, North",300,924,,,,,,,,mural,RR,
street_views_000472,2019-04-01,"W Slauson Ave, South",300,15795,,,,,,,parking lot,,,
street_views_000473,2019-04-01,"W Slauson Ave, South",200,3975,"mobil, mart, ","la tyna smith quiere ser latina, facil",Car,Toyota,mobil,gas station,parking lot,,,
street_views_000474,2019-04-01,"W Slauson Ave, North",200,926,galivan,,,,galivan,fast food,parking lot,,RR,
street_views_000475,2019-04-01,"W Slauson Ave, South",200,3975,,,Radio,100.3,,church,parking lot,,,
street_views_000476,2019-04-01,"W Slauson Ave, North",200,926,,,,,,,,,RR,
street_views_000477,2019-04-01,"W Slauson Ave, South",200,3448,,barbacoa estilo texcoco,,,barbacoa estilo texcoco,restaurant,,handpainted signs,,
street_views_000478,2019-04-01,"W Slauson Ave, South",200,3448,,,,,,residential,,,,
street_views_000479,2019-04-01,"W Slauson Ave, North",200,926,,,,,,,,,RR,
street_views_000480,2019-04-01,"W Slauson Ave, South",100,851,"devore business center, community redevelopment agency of the city of los angeles warehouse, mri inc, eh richey co, tradex enterprises, video amusement company, allen cox electric procox construction, printing press, for all your printing and color copies, omnigraphy, alliance, food services, ",,,,"mri inc, eh richey co, tradex enterprises, video amusement company, allen cox electric procox construction company, printing press, for all your printing and color copies, omnigraphy, alliance, food services,",paper and printing services,parking lot,,,
street_views_000481,2019-04-01,"W Slauson Ave, South",100,851,"devore business center, modern lighting maintenance, modern sign maintenance, modern electrical contracting, guarenteed wholesale distributors, the light bulb store, for lease",,,,the light bulb store,lighting store,parking lot,,,
street_views_000482,2019-04-01,"W Slauson Ave, North",100,926,,,,,,,,,RR,
street_views_000483,2019-04-01,"W Slauson Ave, South",100,3487,,,,,,,open lot,,soccer field,
street_views_000484,2019-04-01,"W Slauson Ave, North",100,926,coin laundry opening soon,,,,coin laundry,laundromat,,,,
street_views_000485,2019-04-01,"Slauson Ave, North",100,844,,,,,,,,grafitti,RR,
street_views_000486,2019-04-01,"Slauson Ave, South",100,1363,hubert h humphrey comprehensive health center,,,,hubert h humphrey comprehensive health center,clinic,,,,
street_views_000487,2019-04-01,"Slauson Ave, North",100,844,design house,"couchas, toallas, cobijas, coreanas",,,,,,,RR,
street_views_000488,2019-04-01,"Slauson Ave, South",100,855,,,,,,,parking lot,,,
street_views_000489,2019-04-01,"Slauson Ave, North",100,844,"furniture, sale here, entrance on 58th, stephie manufacturing, no credit needed",,,,stephies manufacturing furniture,furniture store,,handpainted sign,RR,
street_views_000490,2019-04-01,"Slauson Ave, South",200,1176,,,,,,,parking lot,,,
street_views_000491,2019-04-01,"Slauson Ave, North",200,844,,,,,,,,mural,,
street_views_000492,2019-04-01,"Slauson Ave, South",200,1176,brotherhood crusade,,,,brotherhood crusade,community organization,,mural,,
street_views_000493,2019-04-01,"Slauson Ave, South",200,856,"el companys hardware, everything for construction, cabinets",el,,,el companys hardware,hardware store,,handpainted signs,,
street_views_000494,2019-04-01,"Slauson Ave, South",200,1178,"pollos, asados, el carbon",el,,,el carbon,restaurant,,handpainted signs,,
street_views_000495,2019-04-01,"Slauson Ave, North",300,845,,,,,,,,,RR,
street_views_000496,2019-04-01,"Slauson Ave, South",300,857,weber baking co,,,,weber baking co,bakery,,mural,now closed,
street_views_000497,2019-04-01,"Slauson Ave, South",300,858,"evite carcel, ",,,,,,,,,
street_views_000498,2019-04-01,"Slauson Ave, North",300,845,"omx, east 58th street",,,,,,,,RR,
street_views_000499,2019-04-01,"Slauson Ave, South",500,1243,"free gas, drivers wanted, propane, arvo gas",,,,arvo gas,,,,,
street_views_000500,2019-04-01,"Slauson Ave, South",500,1243,"window tinting, solar gard window tinting, auto commericial residential, soundland, open, stereos, 100 percent hand car wash",,,,"soundland, hand car wash, window tinting",automotive services,parking lot,handpainted signs,,
